"","nama_customer","sales_order","kubikasi_pemenuhan_m3","berat_pemenuhan_kg","tanggal_order","tanggal_po_expired"
"530","INDOGROSIR CIPUTAT","110406955",0.077283,0,2022-12-02,2022-12-06
"531","INDOGROSIR CIPUTAT TRADISIONAL","110406962",0.0092,0,2022-12-02,2022-12-06
"532","INDOGROSIR CIPUTAT TRADISIONAL","110406963",0.03453,0,2022-12-02,2022-12-06
"533","INDOGROSIR CIPUTAT TRADISIONAL","110406964",0.39032542,0,2022-12-02,2022-12-06
"534","INDOMARCO DC PARUNG","110406957",0.04248,0,2022-12-02,2022-12-06
"535","EXERTAINMENT INDONESIA-KUNINGAN CITY, PT","110406975",0.01482,0,2022-12-02,2022-12-10
"536","HERO KEMANG VILLA","110406970",0.05414004,15.79992,2022-12-02,2022-12-06
"537","HYPERMART PEJATEN","110406974",0.01317201,2.949999,2022-12-02,2022-12-06
"538","B. S. Anindita","1821/PBI/KPS/XI/2022",0.076,54.46,2022-12-02,NA
"539","B. S. Anindita","1828/PBI/QZZ/XI/2022",0.1,NA,2022-12-02,NA
"540","INDOGROSIR KEMAYORAN","110406958",0.07491294,0,2022-12-02,2022-12-06
"541","INDOGROSIR KEMAYORAN - TRADISIONAL","110406965",0.02568,0,2022-12-02,2022-12-06
"542","INDOGROSIR KEMAYORAN - TRADISIONAL","110406966",0.01155,0,2022-12-02,2022-12-06
"543","INDOGROSIR KEMAYORAN - TRADISIONAL","110406967",0.05918582,0,2022-12-02,2022-12-06
"544","Gudang Lazada Depok (Main WH)","872003249",0.21504,36.40056,2022-11-30,2022-12-02
"545","Gudang Blibli Halim","872003252",1.26949956,336.218300004,2022-12-01,2022-12-03
"546","YOGYA MEKAR WANGI","115131380",NA,2.4855,2022-12-01,2022-12-07
"547","LOTTE MART FESTIVAL CITY BANDUNG","115131392",NA,0,2022-12-03,2022-12-05
"548","LOTTE MART FESTIVAL CITY BANDUNG","115131393",NA,0,2022-12-03,2022-12-05
"549","CIBINONG CENTER INDUSTRIAL ESTATE , PT","110406981",NA,162.967584,2022-12-02,NA
"550","SAT Cileungsi 2","110406982",NA,0,2022-12-02,NA
"551","SAT Cileungsi 2","110406983",NA,0,2022-12-02,NA
"552","SAT Cileungsi 2","110406984",NA,0,2022-12-02,NA
"553","Gudang Blibli Neglasari","872003253",NA,NA,2022-12-02,2022-12-05
"554","Gudang Blibli Neglasari","872003254",NA,NA,2022-12-02,2022-12-05
"555","Gudang Blibli Neglasari","872003255",NA,NA,2022-12-02,2022-12-05
"556","SAT DC BALARAJA","110406988",NA,0,2022-12-02,NA
"557","SAT DC DEPO BALARAJA","110406985",NA,0,2022-12-02,NA
"558","SAT DC DEPO BALARAJA","110406986",NA,0,2022-12-02,NA
"559","SAT DC DEPO BALARAJA","110406987",NA,0,2022-12-02,NA
"560","SAT DC SERANG","110406979",NA,0,2022-12-02,NA
"561","SAT DC SERANG","110406980",NA,0,2022-12-02,NA
"562","INDOMARCO DC LEBAK","110406997",NA,0,2022-12-03,2022-12-07
"563","FOODHALL VILLA DELIMA","110406968",NA,0,2022-12-02,2022-12-09
"564","FOODHALL PONDOK INDAH","110406992",NA,0,2022-12-02,2022-12-09
"565","RANCH 99 PONDOK INDAH","110407004",NA,0,2022-12-03,2022-12-07
"566","RANCH MARKET PONDOK INDAH MALL 3","110407007",NA,0,2022-12-03,2022-12-10
"567","LOTTE SHOPPING INDONESIA - BOGOR","110406779",NA,NA,NA,NA
"568","SAT DC BOGOR","110406989",NA,0,2022-12-02,NA
"569","SAT DC BOGOR","110406990",NA,0,2022-12-02,NA
"570","SAT DC BOGOR","110406991",NA,0,2022-12-02,NA
"571","INDOMARCO WH KLIK I-PLAZA BOGOR 2","110406995",NA,0,2022-12-03,2022-12-07
"572","INDOMARCO WH KLIK I-PLAZA BOGOR 2","110406996",NA,0,2022-12-03,2022-12-07
"573","FARMERS MARKET BOTANI SQUARE MALL","110407013",NA,0,2022-12-03,2022-12-07
"574","FARMERS MARKET BOTANI SQUARE MALL","110407014",NA,0,2022-12-03,2022-12-07
"575","FARMERS MARKET BOTANI SQUARE MALL","110407015",NA,0,2022-12-03,2022-12-07
"576","GUDANG ECOMM PISANGAN","872003260",NA,0,2022-12-03,2022-12-03
"577","GUDANG PBI - DUREN SAWIT (WRP)","111172521",NA,0,2022-12-02,NA
"578","B. S. Anindita","1841/PBI/KPS/XII/2022",0.00271,0.76,NA,NA
"579","PT. NFI INDONESIA - PROMOSI JAKARTA","0871/Titipan/BP/QBN/XII/2022",1,100,NA,NA
"580","Riska F.","1835/PBI/YHO/XI/2022",0.1705,19.45,NA,NA
"581","FARMERS MARKET SUMARECON MALL","110407008",NA,0,2022-12-03,2022-12-06
"582","RANCH MARKET BREEZE","110407017",NA,0,2022-12-03,2022-12-10
"583","FARMERS MARKET CITRA LAKE SAWANGAN","110407016",NA,0,2022-12-03,2022-12-07
"584","SAT DC PARUNG","110406978",NA,0,2022-12-02,NA
"585","RANCH LOTTE SHOPPING AVENUE","110407011",NA,0,2022-12-03,2022-12-07
"586","GS SUPERMARKET MAMPANG","110406994",NA,0,2022-12-03,2022-12-08
"587","FOODHALL PLAZA INDONESIA THAMRIN","110406993",NA,0,2022-12-02,2022-12-09
"588","FARMERS MARKET MENTENG PARK","110407006",NA,0,2022-12-03,2022-12-15
"589","LOTTE MART STORE GREEN PRAMUKA CITY","110406999",NA,0,2022-12-03,2022-12-05
"590","LOTTE MART STORE GREEN PRAMUKA CITY","110407000",NA,0,2022-12-03,2022-12-05
"591","LOTTE MART STORE GREEN PRAMUKA CITY","110407001",NA,0,2022-12-03,2022-12-05
"592","LOTTE MART STORE GREEN PRAMUKA CITY","110407002",NA,0,2022-12-03,2022-12-05
"593","RANCH GRAND INDONESIA","110407009",NA,0,2022-12-03,2022-12-09
"594","FOODHALL DAILY DUKUH GOLF KEMAYORAN","110407003",NA,0,2022-12-03,2022-12-09
"595","INDOGROSIR KEMAYORAN","110406998",NA,0,2022-12-03,2022-12-07
"596","GRIYA PASTEUR-P30028","115131421",0.05682345,12.550340001,2022-12-05,1899-12-31
"597","GRIYA PASTEUR-P30028","115131422",0.004902,2.386122,2022-12-05,1899-12-31
"598","GRIYA PASTEUR-P30028","115131423",0.01719348,11.034,2022-12-05,1899-12-31
"599","GRIYA PASTEUR-P30028","115131424",0.02777112,7.748984,2022-12-05,1899-12-31
"600","GRIYA PASTEUR-P30028","115131425",0.0324,3.91992,2022-12-05,1899-12-31
"601","GRIYA PASTEUR-P30028","115131435",0.01308,2.2272,2022-12-05,1899-12-31
"602","YOGYA PAJAJARAN","115131427",0.01308,2.2272,2022-12-05,1899-12-31
"603","GRIYA SETRASARI-P30031","115131429",0.01308,2.2272,2022-12-05,1899-12-31
"604","GRIYA PAHLAWAN-P30027","115131440",0.01308,2.2272,2022-12-05,1899-12-31
"605","YOGYA SUNDA-P30044","115131407",0.01536,10.83792,2022-12-05,1899-12-31
"606","YOGYA KEPATIHAN-P30040","115131416",0.03072,21.78144,2022-12-05,1899-12-31
"607","YOGYA KEPATIHAN-P30040","115131433",0.07343932,16.550409,2022-12-05,1899-12-31
"608","GRIYA SETIABUDI-P30030","115131439",0.01308,2.2272,2022-12-05,1899-12-31
"609","NUTRIHUB BANDUNG","872003261",0.04479,9.81012,2022-12-05,2022-12-05
"610","NUTRIHUB BANDUNG","Ambil CN",NA,NA,NA,NA
"611","YOGYA CIUMBULEUIT","115131404",0.01536,10.83792,2022-12-05,1899-12-31
"612","YOGYA CIUMBULEUIT","115131419",0.01074501,5.67249,2022-12-05,1899-12-31
"613","YOGYA CIUMBULEUIT","115131420",0.00247,0.40167,2022-12-05,1899-12-31
"614","YOGYA JUNCTION 8","115131408",0.01536,10.83792,2022-12-05,1899-12-31
"615","YOGYA CIHAMPELAS WALK-P30037","115131438",0.01308,2.2272,2022-12-05,1899-12-31
"616","LOTTE SHOPPING CIMAHI","115131330",0.03445992,7.8,2022-12-01,1899-12-31
"617","LOTTE SHOPPING CIMAHI","115131331",0.05299992,10.036000008,2022-12-01,1899-12-31
"618","YOGYA PLAZA CIMAHI-P30049","115131443",0.01308,2.2272,2022-12-05,1899-12-31
"619","GRIYA TAMAN KOPO INDAH-P30033","115131441",0.01308,2.2272,2022-12-05,1899-12-31
"620","YOGYA JUNCTION SUMBER SARI","115131444",0.01308,2.2272,2022-12-05,1899-12-31
"621","YOGYA KOPO MAS-P30041","115131430",0.01308,2.2272,2022-12-05,1899-12-31
"622","GRIYA CINUNUK-P30047","115131437",0.01308,2.2272,2022-12-05,1899-12-31
"623","GRIYA JATINANGOR-P30046","115131406",0.01828556,5.606992,2022-12-05,1899-12-31
"624","GRIYA JATINANGOR-P30046","115131442",0.01308,2.2272,2022-12-05,1899-12-31
"625","GRIYA MARGAHAYU RAYA","115131431",0.01308,2.2272,2022-12-05,1899-12-31
"626","GRIYA UJUNG BERUNG-P30034","115131334",0.00768,5.44608,2022-12-01,2022-12-10
"627","GRIYA UJUNG BERUNG-P30034","115131346",0.01536,10.83792,2022-12-01,2022-12-14
"628","GRIYA UJUNG BERUNG-P30034","115131432",0.01308,2.2272,2022-12-05,1899-12-31
"629","GRIYA UJUNG BERUNG-P30034","115131434",0.08898609,14.754753,2022-12-05,1899-12-31
"630","INDOGROSIR BANDUNG-P30012","115131395",0.1801098,48.699799984,2022-12-05,2022-12-07
"631","INDOGROSIR BANDUNG-P30012","115131396",0.02616,4.4544,2022-12-05,2022-12-07
"632","INDOMARCO BANDUNG-P30013","115131397",0.46488,50.17896,2022-12-05,2022-12-07
"633","INDOMARCO BANDUNG-P30013","115131401",0.08496,23.78016,2022-12-05,2022-12-07
"634","INDOMARCO WH KLIK I-PLAZA BANDUNG","115131394",0.0324,3.91992,2022-12-05,2022-12-07
"635","INDOMARCO WH KLIK I-PLAZA BANDUNG","115131398",0.125664,29.425044,2022-12-05,2022-12-07
"636","INDOMARCO WH KLIK I-PLAZA BANDUNG","115131399",0.11197356,24.371778,2022-12-05,2022-12-07
"637","INDOMARCO WH KLIK I-PLAZA BANDUNG","115131400",0.19936608,76.926854016,2022-12-05,2022-12-07
"638","GRIYA ANTAPANI-P30017","115131436",0.01308,2.2272,2022-12-05,1899-12-31
"639","PT KREASICIPTA MESINDO - BANDUNG","0868/Titipan/BB/RKA/XII/2022",NA,NA,NA,NA
"640","GRIYA BATUNUNGGAL","115131409",0.01536,10.83792,2022-12-05,1899-12-31
"641","YOGYA DC - BUAH BATU","115131405",0.07848,13.3632,2022-12-05,1899-12-31
"642","YOGYA DC - BUAH BATU","115131417",0.10668966,18.819978,2022-12-05,1899-12-31
"643","YOGYA DC - BUAH BATU","115131418",0.09216,65.02752,2022-12-05,1899-12-31
"644","YOGYA MEKAR WANGI","115131428",0.01308,2.2272,2022-12-05,1899-12-31
"645","GRIYA BUAH BATU-P30020","115131410",0.01536,10.83792,2022-12-05,1899-12-31
"646","GRIYA BUAH BATU-P30020","115131426",0.01308,2.2272,2022-12-05,1899-12-31
"647","HARI HARI DUTA HARAPAN INDAH","110407038",0.09829632,15.523188,2022-12-05,2022-12-07
"648","HARI HARI DUTA HARAPAN INDAH","110407046",0.19495224,48.071838024,2022-12-05,2022-12-07
"649","HARI HARI DUTA HARAPAN INDAH","110407049",0.03576,3.85992,2022-12-05,2022-12-07
"650","HARI HARI DUTA HARAPAN INDAH","110406655",0.00962796,1.220004,2022-11-28,2022-11-30
"651","HARI HARI DUTA HARAPAN INDAH","110406656",0.13781424,37.283676,2022-11-28,2022-11-30
"652","RANCH MARKET TAMAN ANGGREK RESIDENCES","110407005",0.0162,1.95996,2022-12-03,2022-12-07
"653","FARMERS MARKET MARGO CITY MALL","110407055",0.11531616,25.013792004,2022-12-05,2022-12-10
"654","LOTTE SHOPPING INDONESIA-PASAR REBO","110406942",0.3802704,161.443952052,2022-12-01,1899-12-31
"655","MAHADANA DASHA UTAMA, PT","110407061",0.05410392,8.897196,2022-12-05,2022-12-19
"656","FOODHALL DAILY DEPOK MALL","110407077",0.06144,43.52976,2022-12-05,2022-12-12
"657","LOTTE SHOPPING INDONESIA PAKANSARI","110406938",0.09671556,38.846022036,2022-12-01,1899-12-31
"658","LOTTE SHOPPING INDONESIA PAKANSARI","110406939",0.11730408,22.854984,2022-12-01,1899-12-31
"659","FARMERS MARKET BOTANI SQUARE MALL","110407092",0.16445988,32.083068,2022-12-05,2022-12-07
"660","FARMERS MARKET BOTANI SQUARE MALL","110407094",0.2201712,76.119732,2022-12-05,2022-12-07
"661","LOTTE SHOPPING INDONESIA - BOGOR","110406941",0.0703356,33.80736,2022-12-01,1899-12-31
"662","INDOGROSIR BOGOR - TRADISIONAL","110407039",0.02568,4.39032,2022-12-05,2022-12-08
"663","INDOGROSIR BOGOR - TRADISIONAL","110407040",0.03465,7.86015,2022-12-05,2022-12-08
